date,police_station,daily_violations,7day_avg
2023-11-22,Sheshadripuram,31,28.1
2023-11-22,Shivajinagar,234,400.9
2023-11-22,Thalagattapura,10,14.6
2023-11-22,Upparpet,151,286.0
2023-11-22,V.V.Puram (C.Pet),7,6.4
2023-11-22,Vijayanagara,77,79.4
2023-11-22,Whitefield,1,8.6
2023-11-22,Wilson Garden,30,25.6
2023-11-22,Yelahanka,7,22.9
2023-11-22,Yeshwanthpura,26,25.3
2023-11-23,Adugodi,3,19.6
2023-11-23,Ashok Nagar,13,30.7
2023-11-23,Banashankari,1,14.1
2023-11-23,Banaswadi,11,19.7
2023-11-23,Basavanagudi,18,32.6
2023-11-23,Bellandur,25,45.4
2023-11-23,Byatarayanapura,8,34.4
2023-11-23,Chamarajpet,13,31.6
2023-11-23,Chikkabanavara,10,5.3
2023-11-23,Chikkajala,9,30.0
2023-11-23,City Market,171,135.9
2023-11-23,Cubbon Park,17,35.1
2023-11-23,Devanahalli Airport,17,8.1
2023-11-23,Electronic City,2,15.3
2023-11-23,HAL Old Airport,48,88.0
2023-11-23,HSR Layout,15,35.7
2023-11-23,Halasur,16,33.0
2023-11-23,Halasuru Gate,35,51.3
2023-11-23,Hebbala,11,14.0
2023-11-23,Hennuru,10,7.3
2023-11-23,High ground,10,61.9
2023-11-23,Hulimavu,3,9.1
2023-11-23,J.P. Nagar,6,9.4
2023-11-23,Jalahalli,2,7.6
2023-11-23,Jayanagara,11,33.3
2023-11-23,Jeevanbheemanagar,25,31.4
2023-11-23,Jnanabharathi,2,9.6
2023-11-23,K.G. Halli,5,6.0
2023-11-23,K.R. Pura,74,60.9
2023-11-23,K.S. Layout,1,4.9
2023-11-23,Kamakshipalya,7,10.3
2023-11-23,Kengeri,14,6.0
2023-11-23,Kodigehalli,14,40.9
2023-11-23,Madiwala,1,5.0
2023-11-23,Magadi Road,63,61.3
2023-11-23,Mahadevapura,19,30.6
2023-11-23,Malleshwaram,150,165.7
2023-11-23,Mico Layout,27,28.1
2023-11-23,No Police Station,2,3.2
2023-11-23,Peenya,2,5.9
2023-11-23,Pulikeshinagar(F.Town),23,14.9
2023-11-23,R.T. Nagar,1,4.4
2023-11-23,Rajajinagar,52,94.0
2023-11-23,Sadashivanagar,9,8.3
2023-11-23,Sheshadripuram,5,24.9
2023-11-23,Shivajinagar,263,402.9
2023-11-23,Thalagattapura,5,12.0
2023-11-23,Upparpet,263,276.3
2023-11-23,V.V.Puram (C.Pet),10,5.4
2023-11-23,Vijayanagara,96,86.4
2023-11-23,Whitefield,18,10.1
2023-11-23,Wilson Garden,32,28.7
2023-11-23,Yelahanka,15,23.3
2023-11-23,Yeshwanthpura,5,19.4
2023-11-24,Adugodi,1,17.0
2023-11-24,Ashok Nagar,5,26.4
2023-11-24,Banaswadi,24,22.1
2023-11-24,Basavanagudi,2,26.4
2023-11-24,Bellandur,25,35.6
2023-11-24,Byatarayanapura,5,32.4
2023-11-24,Chamarajpet,31,31.3
2023-11-24,Chikkabanavara,1,4.6
2023-11-24,Chikkajala,19,26.9
2023-11-24,City Market,36,128.6
2023-11-24,Cubbon Park,9,31.9
2023-11-24,Devanahalli Airport,3,7.0
2023-11-24,Electronic City,2,12.6
2023-11-24,HAL Old Airport,28,80.9
2023-11-24,HSR Layout,18,29.7
2023-11-24,Halasur,31,26.1
2023-11-24,Halasuru Gate,21,47.9
2023-11-24,Hebbala,1,11.7
2023-11-24,Hennuru,1,6.4
2023-11-24,High ground,65,57.9
2023-11-24,Hulimavu,3,5.7
2023-11-24,J.P. Nagar,2,8.0
2023-11-24,Jalahalli,4,5.1
2023-11-24,Jayanagara,7,31.0
2023-11-24,Jeevanbheemanagar,18,28.1
2023-11-24,Jnanabharathi,1,9.1
2023-11-24,K.G. Halli,3,4.0
2023-11-24,K.R. Pura,8,55.7
2023-11-24,K.S. Layout,9,5.9
2023-11-24,Kengeri,1,5.7
2023-11-24,Kodigehalli,60,45.4
2023-11-24,Madiwala,1,4.4
2023-11-24,Magadi Road,105,69.7
2023-11-24,Mahadevapura,13,26.4
2023-11-24,Malleshwaram,129,169.3
2023-11-24,Mico Layout,4,26.6
2023-11-24,No Police Station,3,3.2
2023-11-24,Peenya,1,4.4
2023-11-24,Pulikeshinagar(F.Town),14,14.1
2023-11-24,R.T. Nagar,1,3.7
2023-11-24,Rajajinagar,51,86.4
2023-11-24,Sadashivanagar,11,8.9
2023-11-24,Sheshadripuram,3,22.0
2023-11-24,Shivajinagar,206,338.9
2023-11-24,Upparpet,136,237.3
2023-11-24,V.V.Puram (C.Pet),3,5.6
2023-11-24,Vijayanagara,66,67.4
2023-11-24,Whitefield,4,10.1
2023-11-24,Wilson Garden,15,28.4
2023-11-24,Yelahanka,2,18.3
2023-11-24,Yeshwanthpura,14,19.7
2023-11-25,Adugodi,19,13.1
2023-11-25,Ashok Nagar,2,22.7
2023-11-25,Banashankari,9,12.4
2023-11-25,Banaswadi,25,21.1
2023-11-25,Basavanagudi,19,24.0
2023-11-25,Bellandur,10,33.3
2023-11-25,Byatarayanapura,31,21.9
2023-11-25,Chamarajpet,25,23.1
2023-11-25,Chikkabanavara,4,3.7
2023-11-25,Chikkajala,29,26.4
2023-11-25,City Market,97,130.4
2023-11-25,Cubbon Park,47,33.4
2023-11-25,Devanahalli Airport,12,6.6
2023-11-25,Electronic City,19,11.3
2023-11-25,HAL Old Airport,29,70.0
2023-11-25,HSR Layout,56,34.3
2023-11-25,Halasur,21,26.3
2023-11-25,Halasuru Gate,68,45.7
2023-11-25,Hebbala,17,12.9
2023-11-25,Hennuru,4,6.9
2023-11-25,High ground,18,49.7
2023-11-25,Hulimavu,3,5.6
2023-11-25,J.P. Nagar,2,7.1
2023-11-25,Jalahalli,1,3.7
2023-11-25,Jayanagara,22,30.7
2023-11-25,Jeevanbheemanagar,12,24.9
2023-11-25,Jnanabharathi,4,5.9
2023-11-25,K.R. Pura,26,55.0
2023-11-25,K.S. Layout,10,7.1
2023-11-25,Kamakshipalya,51,14.4
2023-11-25,Kengeri,4,6.0
2023-11-25,Kodigehalli,123,57.7
2023-11-25,Madiwala,1,4.3
2023-11-25,Magadi Road,42,67.7
2023-11-25,Mahadevapura,14,26.6
2023-11-25,Malleshwaram,185,172.7
2023-11-25,Mico Layout,15,19.3
2023-11-25,No Police Station,5,3.5
2023-11-25,Peenya,3,3.7
2023-11-25,Pulikeshinagar(F.Town),58,19.0
2023-11-25,R.T. Nagar,6,4.0
2023-11-25,Rajajinagar,100,71.4
2023-11-25,Sadashivanagar,12,9.7
2023-11-25,Sheshadripuram,32,19.6
2023-11-25,Shivajinagar,163,265.3
2023-11-25,Upparpet,278,241.3
2023-11-25,V.V.Puram (C.Pet),4,5.6
2023-11-25,Vijayanagara,226,87.6
2023-11-25,Whitefield,5,7.4
2023-11-25,Wilson Garden,38,29.9
2023-11-25,Yelahanka,24,17.3
2023-11-25,Yeshwanthpura,59,21.3
2023-11-26,Adugodi,28,14.4
2023-11-26,Ashok Nagar,28,24.9
2023-11-26,Banaswadi,12,18.9
2023-11-26,Basavanagudi,67,29.3
2023-11-26,Bellandur,32,32.6
2023-11-26,Byatarayanapura,14,20.7
2023-11-26,Chamarajpet,15,24.4
2023-11-26,Chikkabanavara,2,3.9
2023-11-26,Chikkajala,32,25.0
2023-11-26,City Market,111,109.0
2023-11-26,Cubbon Park,86,40.4
2023-11-26,Devanahalli Airport,1,6.6
2023-11-26,Electronic City,35,13.3
2023-11-26,HAL Old Airport,8,59.3
2023-11-26,HSR Layout,48,35.7
2023-11-26,Halasur,44,26.7
2023-11-26,Halasuru Gate,60,49.0
2023-11-26,Hebbala,12,13.0
2023-11-26,Hennuru,1,5.0
2023-11-26,High ground,16,47.7
2023-11-26,Hulimavu,2,5.6
2023-11-26,J.P. Nagar,3,7.0
2023-11-26,Jalahalli,2,3.6
2023-11-26,Jayanagara,38,25.6
2023-11-26,Jeevanbheemanagar,35,22.3
2023-11-26,Jnanabharathi,3,4.9
2023-11-26,K.G. Halli,12,5.6
2023-11-26,K.R. Pura,34,47.6
2023-11-26,K.S. Layout,13,7.9
2023-11-26,Kamakshipalya,4,14.4
2023-11-26,Kengeri,18,7.9
2023-11-26,Kodigehalli,111,65.6
2023-11-26,Magadi Road,47,65.6
2023-11-26,Mahadevapura,22,20.9
2023-11-26,Malleshwaram,195,181.9
2023-11-26,Mico Layout,19,19.0
2023-11-26,No Police Station,5,3.7
2023-11-26,Peenya,2,3.7
2023-11-26,Pulikeshinagar(F.Town),51,24.6
2023-11-26,R.T. Nagar,1,3.9
2023-11-26,Rajajinagar,76,70.7
2023-11-26,Sadashivanagar,4,8.7
2023-11-26,Sheshadripuram,5,17.6
2023-11-26,Shivajinagar,285,222.6
2023-11-26,Thalagattapura,5,11.6
2023-11-26,Upparpet,288,250.9
2023-11-26,V.V.Puram (C.Pet),4,5.6
2023-11-26,Vijayanagara,69,95.7
2023-11-26,Whitefield,2,7.1
2023-11-26,Wilson Garden,15,25.9
2023-11-26,Yelahanka,26,18.1
2023-11-26,Yeshwanthpura,22,21.7
2023-11-27,Adugodi,31,17.4
2023-11-27,Ashok Nagar,12,20.3
2023-11-27,Banashankari,20,13.7
2023-11-27,Banaswadi,32,21.1
2023-11-27,Basavanagudi,18,27.9
2023-11-27,Bellandur,27,29.9
2023-11-27,Byatarayanapura,11,18.3
2023-11-27,Chamarajpet,46,29.4
2023-11-27,Chikkabanavara,3,3.6
2023-11-27,Chikkajala,12,19.4
2023-11-27,City Market,43,109.1
2023-11-27,Cubbon Park,26,37.6
2023-11-27,Devanahalli Airport,3,6.9
2023-11-27,Electronic City,21,14.0
2023-11-27,HAL Old Airport,91,67.1
2023-11-27,HSR Layout,23,35.0
2023-11-27,Halasur,14,25.9
2023-11-27,Halasuru Gate,41,52.9
2023-11-27,Hebbala,26,15.6
2023-11-27,Hennuru,26,7.7
2023-11-27,High ground,43,50.0
2023-11-27,Hulimavu,1,5.0
2023-11-27,J.P. Nagar,4,6.9
2023-11-27,Jalahalli,11,3.6
2023-11-27,Jayanagara,38,28.1
2023-11-27,Jeevanbheemanagar,12,22.9
2023-11-27,Jnanabharathi,1,3.9
2023-11-27,K.G. Halli,10,6.6
2023-11-27,K.R. Pura,11,40.4
2023-11-27,K.S. Layout,4,8.0
2023-11-27,Kamakshipalya,11,14.3
2023-11-27,Kodigehalli,66,61.0
2023-11-27,Madiwala,3,3.9
2023-11-27,Magadi Road,60,68.4
2023-11-27,Mahadevapura,45,22.4
2023-11-27,Malleshwaram,174,177.6
2023-11-27,Mico Layout,20,19.9
2023-11-27,No Police Station,1,3.0
2023-11-27,Pulikeshinagar(F.Town),4,24.1
2023-11-27,R.T. Nagar,2,3.6
2023-11-27,Rajajinagar,122,82.9
2023-11-27,Sadashivanagar,8,8.4
2023-11-27,Sheshadripuram,1,15.7
2023-11-27,Shivajinagar,339,227.1
2023-11-27,Thalagattapura,5,9.9
2023-11-27,Upparpet,214,236.6
2023-11-27,V.V.Puram (C.Pet),6,5.7
2023-11-27,Vijayanagara,17,85.6
2023-11-27,Wilson Garden,43,29.9
2023-11-27,Yelahanka,11,16.7
2023-11-27,Yeshwanthpura,6,21.9
2023-11-28,Adugodi,7,15.0
2023-11-28,Ashok Nagar,25,17.0
2023-11-28,Banashankari,21,16.6
2023-11-28,Banaswadi,14,22.4
2023-11-28,Basavanagudi,12,25.3
2023-11-28,Bellandur,41,32.9
2023-11-28,Byatarayanapura,126,35.6
2023-11-28,Chamarajpet,13,23.1
2023-11-28,Chikkabanavara,14,5.3
2023-11-28,Chikkajala,25,20.3
2023-11-28,City Market,61,98.9
2023-11-28,Cubbon Park,32,37.9
2023-11-28,Electronic City,26,16.3
2023-11-28,HAL Old Airport,98,55.4
2023-11-28,HSR Layout,40,36.1
2023-11-28,Halasur,9,23.0
2023-11-28,Halasuru Gate,98,59.9
2023-11-28,Hebbala,36,19.3
2023-11-28,Hennuru,8,8.3
2023-11-28,High ground,129,51.1
2023-11-28,Hulimavu,16,6.0
2023-11-28,J.P. Nagar,14,6.9
2023-11-28,Jalahalli,2,3.7
2023-11-28,Jayanagara,21,23.7
2023-11-28,Jeevanbheemanagar,23,22.9
2023-11-28,Jnanabharathi,3,3.3
2023-11-28,K.R. Pura,43,38.7
2023-11-28,K.S. Layout,4,8.0
2023-11-28,Kamakshipalya,34,19.0
2023-11-28,Kengeri,2,8.0
2023-11-28,Kodigehalli,35,63.9
2023-11-28,Madiwala,5,3.9
2023-11-28,Magadi Road,44,59.9
2023-11-28,Mahadevapura,8,20.0
2023-11-28,Malleshwaram,175,169.3
2023-11-28,Mico Layout,38,22.0
2023-11-28,Peenya,41,8.4
2023-11-28,Pulikeshinagar(F.Town),21,25.3
2023-11-28,R.T. Nagar,5,3.9
2023-11-28,Rajajinagar,131,87.1
2023-11-28,Sadashivanagar,4,7.6
2023-11-28,Sheshadripuram,6,11.9
2023-11-28,Shivajinagar,130,231.4
2023-11-28,Thalagattapura,3,7.1
2023-11-28,Upparpet,391,245.9
2023-11-28,V.V.Puram (C.Pet),5,5.6
2023-11-28,Vijayanagara,187,105.4
2023-11-28,Whitefield,4,5.7
2023-11-28,Wilson Garden,21,27.7
2023-11-28,Yelahanka,18,14.7
2023-11-28,Yeshwanthpura,34,23.7
2023-11-29,Adugodi,13,14.6
2023-11-29,Ashok Nagar,82,23.9
2023-11-29,Banashankari,12,16.4
2023-11-29,Banaswadi,5,17.6
2023-11-29,Basavanagudi,31,23.9
2023-11-29,Bellandur,39,28.4
2023-11-29,Byatarayanapura,81,39.4
2023-11-29,Chamarajpet,40,26.1
2023-11-29,Chikkabanavara,13,6.7
2023-11-29,Chikkajala,11,19.6
2023-11-29,City Market,50,81.3
2023-11-29,Cubbon Park,42,37.0
2023-11-29,Devanahalli Airport,5,6.0
2023-11-29,Electronic City,31,19.4
2023-11-29,HAL Old Airport,54,50.9
2023-11-29,HSR Layout,57,36.7
2023-11-29,Halasur,64,28.4
2023-11-29,Halasuru Gate,25,49.7
2023-11-29,Hebbala,44,21.0
2023-11-29,Hennuru,10,8.6
2023-11-29,High ground,73,50.6
2023-11-29,Hulimavu,5,4.7
2023-11-29,J.P. Nagar,14,6.4
2023-11-29,Jalahalli,10,4.6
2023-11-29,Jayanagara,17,22.0
2023-11-29,Jeevanbheemanagar,19,20.6
2023-11-29,Jnanabharathi,4,2.6
2023-11-29,K.G. Halli,6,7.0
2023-11-29,K.R. Pura,9,29.3
2023-11-29,K.S. Layout,9,7.1
2023-11-29,Kamakshipalya,4,19.0
2023-11-29,Kengeri,9,7.6
2023-11-29,Kodigehalli,43,64.6
2023-11-29,Madiwala,7,3.6
2023-11-29,Magadi Road,95,65.1
2023-11-29,Mahadevapura,13,19.1
2023-11-29,Malleshwaram,129,162.4
2023-11-29,Mico Layout,52,25.0
2023-11-29,No Police Station,18,5.4
2023-11-29,Peenya,27,11.3
2023-11-29,Pulikeshinagar(F.Town),85,36.6
2023-11-29,Rajajinagar,175,101.0
2023-11-29,Sadashivanagar,3,7.3
2023-11-29,Sheshadripuram,31,11.9
2023-11-29,Shivajinagar,54,205.7
2023-11-29,Upparpet,294,266.3
2023-11-29,V.V.Puram (C.Pet),5,5.3
2023-11-29,Vijayanagara,203,123.4
2023-11-29,Whitefield,9,6.1
2023-11-29,Wilson Garden,16,25.7
2023-11-29,Yelahanka,9,15.0
2023-11-29,Yeshwanthpura,34,24.9
2023-11-30,Adugodi,3,14.6
2023-11-30,Ashok Nagar,57,30.1
2023-11-30,Banashankari,9,13.3
2023-11-30,Banaswadi,6,16.9
2023-11-30,Basavanagudi,2,21.6
2023-11-30,Bellandur,16,27.1
2023-11-30,Byatarayanapura,56,46.3
2023-11-30,Chamarajpet,26,28.0
2023-11-30,Chikkabanavara,7,6.3
2023-11-30,Chikkajala,18,20.9
2023-11-30,City Market,81,68.4
2023-11-30,Cubbon Park,48,41.4
2023-11-30,Devanahalli Airport,1,6.0
2023-11-30,Electronic City,24,22.6
2023-11-30,HAL Old Airport,67,53.6
2023-11-30,HSR Layout,31,39.0
2023-11-30,Halasur,38,31.6
2023-11-30,Halasuru Gate,38,50.1
2023-11-30,Hebbala,29,23.6
2023-11-30,Hennuru,12,8.9
2023-11-30,High ground,52,56.6
2023-11-30,Hulimavu,26,8.0
2023-11-30,J.P. Nagar,9,6.9
2023-11-30,Jalahalli,3,4.7
2023-11-30,Jayanagara,36,25.6
2023-11-30,Jeevanbheemanagar,13,18.9
2023-11-30,Jnanabharathi,5,3.0
2023-11-30,K.G. Halli,20,9.1
2023-11-30,K.R. Pura,22,21.9
2023-11-30,K.S. Layout,10,8.4
2023-11-30,Kamakshipalya,20,18.7
2023-11-30,Kengeri,11,8.4
2023-11-30,Kodigehalli,20,65.4
2023-11-30,Madiwala,2,2.9
2023-11-30,Magadi Road,60,64.7
2023-11-30,Mahadevapura,18,19.0
2023-11-30,Malleshwaram,161,164.0
2023-11-30,Mico Layout,34,26.0
2023-11-30,No Police Station,5,5.6
2023-11-30,Peenya,7,11.9
2023-11-30,Pulikeshinagar(F.Town),10,34.7
2023-11-30,R.T. Nagar,2,2.6
2023-11-30,Rajajinagar,64,102.7
2023-11-30,Sadashivanagar,1,6.1
2023-11-30,Sheshadripuram,18,13.7
2023-11-30,Shivajinagar,43,174.3
2023-11-30,Thalagattapura,2,6.3
2023-11-30,Upparpet,254,265.0
2023-11-30,V.V.Puram (C.Pet),3,4.3
2023-11-30,Vijayanagara,155,131.9
2023-11-30,Whitefield,1,6.1
2023-11-30,Wilson Garden,9,22.4
2023-11-30,Yelahanka,18,15.4
2023-11-30,Yeshwanthpura,4,24.7
2023-12-01,Adugodi,10,15.9
2023-12-01,Ashok Nagar,66,38.9
2023-12-01,Banashankari,14,12.3
2023-12-01,Banaswadi,19,16.1
2023-12-01,Basavanagudi,21,24.3
2023-12-01,Bellandur,18,26.1
2023-12-01,Byatarayanapura,21,48.6
2023-12-01,Chamarajpet,40,29.3
2023-12-01,Chikkabanavara,2,6.4
2023-12-01,Chikkajala,9,19.4
2023-12-01,City Market,45,69.7
2023-12-01,Cubbon Park,117,56.9
2023-12-01,Devanahalli Airport,1,3.7
2023-12-01,Electronic City,28,26.3
2023-12-01,HAL Old Airport,68,59.3
2023-12-01,HSR Layout,67,46.0
2023-12-01,Halasur,24,30.6
2023-12-01,Halasuru Gate,46,53.7
2023-12-01,Hebbala,29,27.6
2023-12-01,Hennuru,14,10.7
2023-12-01,High ground,77,58.3
2023-12-01,Hulimavu,7,8.6
2023-12-01,J.P. Nagar,9,7.9
2023-12-01,Jalahalli,1,4.3
2023-12-01,Jayanagara,20,27.4
2023-12-01,Jeevanbheemanagar,61,25.0
2023-12-01,Jnanabharathi,11,4.4
2023-12-01,K.G. Halli,8,9.1
2023-12-01,K.R. Pura,70,30.7
2023-12-01,K.S. Layout,2,7.4
2023-12-01,Kamakshipalya,35,22.7
2023-12-01,Kengeri,5,7.1
2023-12-01,Kodigehalli,42,62.9
2023-12-01,Madiwala,7,3.7
2023-12-01,Magadi Road,38,55.1
2023-12-01,Mahadevapura,32,21.7
2023-12-01,Malleshwaram,331,192.9
2023-12-01,Mico Layout,21,28.4
2023-12-01,No Police Station,1,5.4
2023-12-01,Peenya,7,12.6
2023-12-01,Pulikeshinagar(F.Town),32,37.3
2023-12-01,R.T. Nagar,2,2.7
2023-12-01,Rajajinagar,62,104.3
2023-12-01,Sadashivanagar,35,9.6
2023-12-01,Sheshadripuram,3,13.7
2023-12-01,Shivajinagar,63,153.9
2023-12-01,Thalagattapura,5,5.0
2023-12-01,Upparpet,251,281.4
2023-12-01,V.V.Puram (C.Pet),5,4.6
2023-12-01,Vijayanagara,227,154.9
2023-12-01,Whitefield,2,3.9
2023-12-01,Wilson Garden,17,22.7
2023-12-01,Yelahanka,14,17.1
2023-12-01,Yeshwanthpura,13,24.6
2023-12-02,Adugodi,11,14.7
2023-12-02,Ashok Nagar,34,43.4
2023-12-02,Banashankari,33,16.9
2023-12-02,Banaswadi,2,12.9
2023-12-02,Basavanagudi,25,25.1
2023-12-02,Bellandur,16,27.0
2023-12-02,Byatarayanapura,96,57.9
2023-12-02,Chamarajpet,44,32.0
2023-12-02,Chikkabanavara,5,6.6
2023-12-02,Chikkajala,6,16.1
2023-12-02,City Market,89,68.6
2023-12-02,Cubbon Park,45,56.6
2023-12-02,Devanahalli Airport,2,3.6
2023-12-02,Electronic City,18,26.1
2023-12-02,HAL Old Airport,10,56.6
2023-12-02,HSR Layout,67,47.6
2023-12-02,Halasur,52,35.0
2023-12-02,Halasuru Gate,87,56.4
2023-12-02,Hebbala,16,27.4
2023-12-02,Hennuru,2,10.4
2023-12-02,High ground,77,66.7
2023-12-02,Hulimavu,6,9.0
2023-12-02,J.P. Nagar,14,9.6
2023-12-02,Jalahalli,5,4.9
2023-12-02,Jayanagara,15,26.4
2023-12-02,Jeevanbheemanagar,90,36.1
2023-12-02,Jnanabharathi,35,8.9
2023-12-02,K.G. Halli,1,8.6
2023-12-02,K.R. Pura,49,34.0
2023-12-02,K.S. Layout,5,6.7
2023-12-02,Kamakshipalya,6,16.3
2023-12-02,Kodigehalli,27,49.1
2023-12-02,Madiwala,4,4.1
2023-12-02,Magadi Road,31,53.6
2023-12-02,Mahadevapura,2,20.0
2023-12-02,Malleshwaram,160,189.3
2023-12-02,Mico Layout,57,34.4
2023-12-02,No Police Station,4,5.6
2023-12-02,Peenya,1,12.6
2023-12-02,Pulikeshinagar(F.Town),15,31.1
2023-12-02,Rajajinagar,49,97.0
2023-12-02,Sadashivanagar,27,11.7
2023-12-02,Sheshadripuram,10,10.6
2023-12-02,Shivajinagar,80,142.0
2023-12-02,Thalagattapura,6,4.4
2023-12-02,Upparpet,194,269.4
2023-12-02,V.V.Puram (C.Pet),3,4.4
2023-12-02,Vijayanagara,39,128.1
2023-12-02,Whitefield,2,3.6
2023-12-02,Wilson Garden,19,20.0
2023-12-02,Yelahanka,26,17.4
2023-12-02,Yeshwanthpura,27,20.0
2023-12-03,Adugodi,8,11.9
2023-12-03,Ashok Nagar,24,42.9
2023-12-03,Banashankari,1,15.7
2023-12-03,Banaswadi,18,13.7
2023-12-03,Basavanagudi,46,22.1
2023-12-03,Bellandur,16,24.7
2023-12-03,Byatarayanapura,8,57.0
2023-12-03,Chamarajpet,18,32.4
2023-12-03,Chikkabanavara,6,7.1
2023-12-03,Chikkajala,51,18.9
2023-12-03,City Market,130,71.3
2023-12-03,Cubbon Park,106,59.4
2023-12-03,Electronic City,16,23.4
2023-12-03,HAL Old Airport,11,57.0
2023-12-03,HSR Layout,32,45.3
2023-12-03,Halasur,49,35.7
2023-12-03,Halasuru Gate,54,55.6
2023-12-03,Hebbala,16,28.0
2023-12-03,Hennuru,18,12.9
2023-12-03,High ground,27,68.3
2023-12-03,Hulimavu,21,11.7
2023-12-03,J.P. Nagar,18,11.7
2023-12-03,Jalahalli,2,4.9
2023-12-03,Jayanagara,19,23.7
2023-12-03,Jeevanbheemanagar,104,46.0
2023-12-03,Jnanabharathi,5,9.1
2023-12-03,K.G. Halli,13,10.0
2023-12-03,K.R. Pura,34,34.0
2023-12-03,Kamakshipalya,8,16.9
2023-12-03,Kengeri,2,7.3
2023-12-03,Kodigehalli,55,41.1
2023-12-03,Madiwala,4,4.6
2023-12-03,Magadi Road,63,55.9
2023-12-03,Mahadevapura,20,19.7
2023-12-03,Malleshwaram,225,193.6
2023-12-03,Mico Layout,6,32.6
2023-12-03,No Police Station,1,5.0
2023-12-03,Peenya,1,12.3
2023-12-03,Pulikeshinagar(F.Town),37,29.1
2023-12-03,R.T. Nagar,22,5.7
2023-12-03,Rajajinagar,126,104.1
2023-12-03,Sadashivanagar,8,12.3
2023-12-03,Shivajinagar,232,134.4
2023-12-03,Thalagattapura,14,5.7
2023-12-03,Upparpet,365,280.4
2023-12-03,V.V.Puram (C.Pet),4,4.4
2023-12-03,Vijayanagara,132,137.1
2023-12-03,Whitefield,2,3.1
2023-12-03,Wilson Garden,48,24.7
2023-12-03,Yelahanka,39,19.3
2023-12-03,Yeshwanthpura,24,20.3
2023-12-04,Adugodi,1,7.6
2023-12-04,Ashok Nagar,14,43.1
2023-12-04,Banashankari,27,16.7
2023-12-04,Banaswadi,11,10.7
2023-12-04,Basavanagudi,34,24.4
2023-12-04,Bellandur,15,23.0
2023-12-04,Byatarayanapura,8,56.6
2023-12-04,Chikkajala,2,17.4
2023-12-04,City Market,140,85.1
2023-12-04,Cubbon Park,38,61.1
2023-12-04,HSR Layout,17,44.4
2023-12-04,Halasur,10,35.1
2023-12-04,Halasuru Gate,12,51.4
2023-12-04,Hebbala,1,24.4
2023-12-04,Hennuru,3,9.6
2023-12-04,High ground,6,63.0
2023-12-04,Hulimavu,23,14.9
2023-12-04,J.P. Nagar,1,11.3
2023-12-04,Jayanagara,3,18.7
2023-12-04,Jeevanbheemanagar,30,48.6
2023-12-04,Jnanabharathi,8,10.1
2023-12-04,K.R. Pura,21,35.4
2023-12-04,K.S. Layout,1,5.0
2023-12-04,Kamakshipalya,19,18.0
2023-12-04,Kodigehalli,2,32.0
2023-12-04,Madiwala,1,4.3
2023-12-04,Magadi Road,2,47.6
2023-12-04,Malleshwaram,69,178.6
2023-12-04,Mico Layout,4,30.3
2023-12-04,No Police Station,4,4.9
2023-12-04,Pulikeshinagar(F.Town),2,28.9
2023-12-04,Rajajinagar,149,108.0
2023-12-04,Sadashivanagar,3,11.6
2023-12-04,Sheshadripuram,53,17.4
2023-12-04,Shivajinagar,79,97.3
2023-12-04,Upparpet,303,293.1
2023-12-04,V.V.Puram (C.Pet),12,5.3
2023-12-04,Vijayanagara,54,142.4
2023-12-04,Whitefield,2,3.1
2023-12-04,Wilson Garden,58,26.9
2023-12-04,Yelahanka,1,17.9
2023-12-04,Yeshwanthpura,2,19.7
2023-12-05,Adugodi,14,8.6
2023-12-05,Ashok Nagar,39,45.1
2023-12-05,Banashankari,1,13.9
2023-12-05,Banaswadi,7,9.7
2023-12-05,Basavanagudi,7,23.7
2023-12-05,Bellandur,38,22.6
2023-12-05,Byatarayanapura,5,39.3
2023-12-05,Chamarajpet,50,33.0
2023-12-05,Chikkabanavara,2,7.0
2023-12-05,Chikkajala,34,18.7
2023-12-05,City Market,122,93.9
2023-12-05,Cubbon Park,45,63.0
2023-12-05,Devanahalli Airport,6,2.7
2023-12-05,Electronic City,32,25.0
2023-12-05,HAL Old Airport,33,48.7
2023-12-05,HSR Layout,9,40.0
2023-12-05,Halasur,12,35.6
2023-12-05,Halasuru Gate,39,43.0
2023-12-05,Hebbala,30,23.6
2023-12-05,Hennuru,7,9.4
2023-12-05,High ground,16,46.9
2023-12-05,Hulimavu,13,14.4
2023-12-05,J.P. Nagar,9,10.6
2023-12-05,Jayanagara,14,17.7
2023-12-05,Jeevanbheemanagar,29,49.4
2023-12-05,Jnanabharathi,7,10.7
2023-12-05,K.G. Halli,2,8.6
2023-12-05,K.R. Pura,40,35.0
2023-12-05,Kamakshipalya,1,13.3
2023-12-05,Kengeri,1,6.9
2023-12-05,Kodigehalli,35,32.0
2023-12-05,Madiwala,3,4.0
2023-12-05,Magadi Road,42,47.3
2023-12-05,Mahadevapura,10,14.7
2023-12-05,Malleshwaram,226,185.9
2023-12-05,Mico Layout,13,26.7
2023-12-05,No Police Station,1,4.9
2023-12-05,Peenya,7,13.0
2023-12-05,Pulikeshinagar(F.Town),35,30.9
2023-12-05,R.T. Nagar,47,11.6
2023-12-05,Rajajinagar,63,98.3
2023-12-05,Sadashivanagar,8,12.1
2023-12-05,Sheshadripuram,37,22.6
2023-12-05,Shivajinagar,187,105.4
2023-12-05,Upparpet,238,271.3
2023-12-05,V.V.Puram (C.Pet),17,7.0
2023-12-05,Vijayanagara,111,131.6
